source,intermediate_1,intermediate_2,intermediate_3,target,stmt_type_1,stmt_type_2,stmt_type_3,stmt_type_4,belief_1,belief_2,belief_3,belief_4,evidence_1,evidence_2,evidence_3,evidence_4,logfoldchange,pval,edge1_statements,edge2_statements,edge3_statements,edge4_statements,edge1_pmids,edge2_pmids,edge3_pmids,edge4_pmids
KDELR2,RET,CD74,ELANE,KDELR2,Complex,Complex,Complex,IncreaseAmount,0.4261616001712757,0.422856899694916,0.4244737435129522,0.4715315630410047,1,3,2,2,-1.186291,1.141276465077406e-12,,,,,,,,
LAPTM4A,PRTN3,REN,SP1,LAPTM4A,Complex,Activation,Complex,DecreaseAmount,0.4443350122709595,0.396856880714167,0.4443350122709595,0.6301266297471854,1,1,1,1,-0.9113737,3.752813800137277e-08,,,,,,,,
LSP1,BCL3,RELB,LEP,CLN5,Complex,Complex,Activation,IncreaseAmount,0.4261616001712757,0.4261616001712757,0.3715222573296911,0.4844526880351076,1,1,1,1,-1.2464106,0.0253701580863701,,,,,,,,
MANEA,RET,CD74,IFNG,CAP1,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.422856899694916,0.3715222573296911,0.4684848027297138,1,3,1,2,-0.49272284,0.0001135951980998,,,,,,,,
MAP3K6,PEX5,RAD51B,PAX2,TMEM53,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4261616001712757,0.4261616001712757,0.6301266297471854,1,1,1,1,1.3743119,0.0345855808806136,,,,,,,,
MFSD4B,PRKAG1,RAC1,SPI1,RUFY1,Complex,Complex,Activation,DecreaseAmount,0.8216256011114469,0.8302066725941236,0.3715222573296911,0.6301266297471854,3,1,1,1,-1.5021538,0.0263568232525135,,,,,,,,
MGA,RBBP5,BAZ2B,CEBPA,CMSS1,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.8302066725941236,0.6301266297471854,1,1,1,1,-0.80168575,0.0001421082374839,,,,,,,,
MICALL2,RAC1,CDH1,GEM,CHMP1A,Inhibition,Complex,Inhibition,IncreaseAmount,0.4357402620936744,0.6709342592493139,0.4357402620936744,0.4844526880351076,1,10,1,1,-1.4085084,0.0498994942815116,,,,,,,,
MRPL34,RAP1A,RELA,MT-CO2,MT-ND4L,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8329154561839106,0.4261616001712757,0.6039386725059381,0.4738574987008168,2,1,3,1,0.5764586,2.173432759289929e-07,,,,,,,,
MT1F,BAX,SLC25A3,TP53,MRPL41,Activation,Complex,Acetylation,IncreaseAmount,0.4078495255712473,0.422856899694916,0.4593313146240882,0.4583769289308221,3,3,1,1,-0.43830308,0.0004119763849758,,,,,,,,
NCOA5,RELA,REL,IRF7,CHMP3,Activation,Complex,Phosphorylation,DecreaseAmount,0.3715222573296911,0.4321616952089651,0.565177305878659,0.6301266297471854,1,6,1,1,-0.68882304,0.0002369805388083,,,,,,,,
NDUFAF1,RGN,ATP2B4,HRAS,ATP5F1E,Inhibition,Complex,Complex,IncreaseAmount,0.4088868321097361,0.4261616001712757,0.8216256011114469,0.4844526880351076,3,1,3,1,-0.18212067,6.994728117011491e-05,,,,,,,,
NME6,PCNA,CUL7,RPS9,RPS9,DecreaseAmount,Complex,Complex,DecreaseAmount,0.4738574987008168,0.8302066725941236,0.8302066725941236,0.4738574987008168,1,1,1,1,0.1482032,1.0993900705304408e-06,,,,,,,,
NT5C3B,NXF1,RANBP2,AR,NT5C3B,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.8671667178196417,0.3715222573296911,0.6301266297471854,1,10,1,1,-1.7697823,2.2988824733413582e-05,,,,,,,,
NUDT18,BCL2L1,MCL1,FGFR4,NSDHL,DecreaseAmount,Complex,Inhibition,IncreaseAmount,0.4738574987008168,0.8444287068977416,0.4410755819620935,0.4844526880351076,1,287,2,1,-1.478135,0.0381666602775316,,,,,,,,
NUFIP2,UPF1,DPF2,YY1,NUFIP2,Complex,Inhibition,Complex,DecreaseAmount,0.8302066725941236,0.4357402620936744,0.4261616001712757,0.6301266297471854,1,1,1,1,-1.8223889,1.3969498598107283e-09,,,,,,,,
NUFIP2,UPF1,DPF2,TEAD1,SH3BGRL3,Complex,Inhibition,Complex,DecreaseAmount,0.8302066725941236,0.4357402620936744,0.8302066725941236,0.6301266297471854,1,1,1,1,-0.25887752,2.0605355308774586e-07,,,,,,,,
PAK2,REPS2,RELA,E2F1,NOP10,Phosphorylation,Complex,Inhibition,DecreaseAmount,0.5321639605290098,0.4261616001712757,0.4357402620936744,0.6301266297471854,1,1,1,1,-0.5088216,0.000128228038756,,,,,,,,
PDLIM7,RGS3,SMAD3,INS,PDLIM7,Complex,Complex,DecreaseAmount,IncreaseAmount,0.8329154561839106,0.4261616001712757,0.5115170801443027,0.6163664161553967,2,1,6,1,-1.5009855,5.076803745681565e-08,,,,,,,,
ACSS2,UPF1,PAWR,THAP1,RPL7L1,Complex,DecreaseAmount,Complex,DecreaseAmount,0.942222864222542,0.4684848027297138,0.4261616001712757,0.4729549708402811,2,2,1,1,0.66262776,2.9230201055757193e-05,,,,,,,,
PLEKHH3,RFXANK,BCL2,ELK1,HEATR6,Complex,Inhibition,Complex,DecreaseAmount,0.8302066725941236,0.4824092651701481,0.4261616001712757,0.6301266297471854,1,1,1,1,1.3053796,0.0155170264800648,,,,,,,,
PLEKHH3,RFXANK,RFX5,AR,AP000695.2,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4261616001712757,0.8302066725941236,0.4738574987008168,1,1,1,1,-1.2493727,0.0189115580290968,,,,,,,,
PLEKHH3,RFXANK,RFX5,IFNG,RACK1,Complex,Complex,IncreaseAmount,IncreaseAmount,0.8302066725941236,0.4261616001712757,0.4844526880351076,0.4844526880351076,1,1,1,1,-0.13713878,0.0002008680719504,,,,,,,,
PLPP3,RELB,BCL3,IL1B,FAM13A,Complex,Activation,IncreaseAmount,DecreaseAmount,0.4261616001712757,0.3668028661364628,0.4844526880351076,0.4850742249910675,1,2,1,3,1.3068895,0.0467053206686947,,,,,,,,
PPP3CC,NFATC2,RFC5,TOP1,BTBD2,Dephosphorylation,Complex,Complex,DecreaseAmount,0.5800011391177637,0.8302066725941236,0.8302066725941236,0.6324007949925685,1,1,1,1,-1.611327,0.0388226270110385,,,,,,,,
PRKAR1A,CXCL12,RGS16,TNF,NPC2,Complex,Inhibition,Activation,DecreaseAmount,0.4443350122709595,0.4357402620936744,0.3668028661364628,0.4738574987008168,1,1,2,1,-0.31339628,0.0004314626923496,,,,,,,,
HMGCR,REN,SLC33A1,UBE2O,RPL35,Activation,DecreaseAmount,Complex,IncreaseAmount,0.3715222573296911,0.4738574987008168,0.8302066725941236,0.4844526880351076,1,1,1,1,-0.15649861,4.560190906381708e-05,,,,,,,,
PROX1,RELN,MECP2,SMC5,SLF2,DecreaseAmount,Complex,Complex,IncreaseAmount,0.4738574987008168,0.4261616001712757,0.8302066725941236,0.4844526880351076,1,1,1,1,-1.2868301,0.0380072320923242,,,,,,,,
PVT1,UPF1,DPF2,CEBPA,LGALS1,Complex,Inhibition,Complex,IncreaseAmount,0.4073065404350923,0.4357402620936744,0.8302066725941236,0.4844526880351076,4,1,1,1,-0.20831463,4.0855045422974384e-11,,,,,,,,
PVT1,UPF1,DPF2,PAX9,RPS9,Complex,Inhibition,Complex,IncreaseAmount,0.4073065404350923,0.4357402620936744,0.8302066725941236,0.4844526880351076,4,1,1,1,0.12467482,1.799481392726915e-05,,,,,,,,
PVT1,UPF1,RBFOX2,HSF2,ALG3,Complex,Activation,DecreaseAmount,IncreaseAmount,0.4073065404350923,0.3715222573296911,0.4738574987008168,0.4844526880351076,4,1,1,1,0.8604124,0.0004017457476184,,,,,,,,
RASIP1,BCL2L1,MCL1,PIWIL2,SERPINE1,DecreaseAmount,Complex,Activation,DecreaseAmount,0.4738574987008168,0.8444287068977416,0.3715222573296911,0.4738574987008168,1,287,1,1,-0.43553644,3.51416255056377e-05,,,,,,,,
REPIN1,RGS12,RGS14,PITX2,RBPMS,DecreaseAmount,Complex,Complex,DecreaseAmount,0.6301266297471854,0.4261616001712757,0.4261616001712757,0.6309317981560123,1,1,1,2,-0.6700263,0.0001765370044042,,,,,,,,
RAB3A,RBBP8,BCL2,FOXO4,ATP5MF,Complex,IncreaseAmount,Complex,DecreaseAmount,0.4107601645819881,0.4844526880351076,0.4093559461733533,0.6301266297471854,3,1,4,1,-0.4176326,0.0003908362460077,,,,,,,,
SEC11C,MYC,RGS3,CNKSR2,CEP192,Complex,Complex,Complex,IncreaseAmount,0.4261616001712757,0.4261616001712757,0.6835099360940164,0.4844526880351076,1,1,1,1,1.2492535,0.0372478965490513,,,,,,,,
SEC11C,MYC,RGN,DAB2IP,SRP9,Complex,Complex,Activation,DecreaseAmount,0.4261616001712757,0.4073065404350923,0.3663871154342217,0.5034580088219961,1,4,3,4,0.45163214,0.0003665821905362,,,,,,,,
SEC61A2,RAF1,IL6,PPARGC1A,ACAT2,Complex,IncreaseAmount,Complex,IncreaseAmount,0.8302066725941236,0.504176544902569,0.4244737435129522,0.6163664161553967,1,5,2,1,-0.76058155,3.699150781984751e-05,,,,,,,,
SFT2D3,RABAC1,RET,NKX2-1,UCK2,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.3715222573296911,0.6301266297471854,1,1,1,1,-1.3601924,0.0436795922482046,,,,,,,,
SFT2D3,RABAC1,RGS2,PGF,CYLD,Complex,Complex,Inhibition,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.4357402620936744,0.4844526880351076,1,1,1,1,-1.2750988,0.0481934897635983,,,,,,,,
SFT2D3,RABAC1,RGS2,STAT5B,A1BG,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.4244737435129522,0.6301266297471854,1,1,2,1,-0.6357956,0.0004205067031548,,,,,,,,
SHISA4,PDCD6,KIF14,NF1,QRSL1,Complex,Complex,Complex,DecreaseAmount,0.8329154561839106,0.8302066725941236,0.8302066725941236,0.6301266297471854,2,1,1,1,-2.143098,0.0452642246234925,,,,,,,,
SHISA4,PDCD6,RIGI,ELK1,FAM104A,Complex,Complex,Inhibition,DecreaseAmount,0.8329154561839106,0.8302066725941236,0.4357402620936744,0.6301266297471854,2,1,1,1,-1.4515464,0.0095217892742232,,,,,,,,
SHISA4,PDCD6,TNIP2,JUN,COMMD10,Complex,Complex,Complex,DecreaseAmount,0.8329154561839106,0.8302066725941236,0.4261616001712757,0.6301266297471854,2,1,1,1,-1.300326,0.0081173264980819,,,,,,,,
SHISA4,PDCD6,KIF14,SUZ12,AEBP2,Complex,Complex,Complex,DecreaseAmount,0.8329154561839106,0.8302066725941236,0.8302066725941236,0.4729549708402811,2,1,1,1,-1.2860969,0.0286642126370029,,,,,,,,
SLC22A4,RGN,SIGMAR1,SOD1,COPB2,Activation,Complex,IncreaseAmount,IncreaseAmount,0.3715222573296911,0.4261616001712757,0.4715315630410047,0.4844526880351076,1,1,2,1,-0.7506113,0.0004306136131699,,,,,,,,
SLC2A11,PLK1,OPN1MW,BDNF,NENF,IncreaseAmount,Complex,Complex,DecreaseAmount,0.4844526880351076,0.4111657003835089,0.528750241156915,0.4738574987008168,1,2,3,1,-0.59684753,0.0002462081519836,,,,,,,,
SLC2A6,RELA,REL,CD28,SRRT,Complex,Complex,Complex,IncreaseAmount,0.4244737435129522,0.4321616952089651,0.712360506871101,0.4844526880351076,2,6,11,1,-1.362378,0.0377365913262231,,,,,,,,
SLC2A6,RELA,REL,MYC,CD164,Complex,Complex,IncreaseAmount,DecreaseAmount,0.4244737435129522,0.4321616952089651,0.4922809406747177,0.6309317981560123,2,6,5,2,-0.53886825,0.00017282481232,,,,,,,,
SMARCB1,TRIM27,RET,TP53,LTBP1,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.6301266297471854,1,30,1,1,-0.30595252,0.0004274357283142,,,,,,,,
GSS,BCL2,BCL2L1,MIR608,C19orf53,Activation,Complex,DecreaseAmount,DecreaseAmount,0.3715222573296911,0.4261616001712757,0.6324007949925685,0.6309317981560123,1,1,1,2,0.40453184,0.0001843476224666,,,,,,,,
SVIL,RELA,REL,PTGS2,ADIPOR2,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4321616952089651,0.4244737435129522,0.4844526880351076,1,6,2,1,-1.3547571,0.0163303739109213,,,,,,,,
SVIL,RELA,REL,LEF1,SVIL,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4321616952089651,0.4261616001712757,0.6301266297471854,1,6,1,1,-1.2605519,1.7149265965389014e-06,,,,,,,,
TAOK1,RELA,REL,PPARA,TAOK1,Phosphorylation,Complex,Complex,DecreaseAmount,0.565177305878659,0.4321616952089651,0.4261616001712757,0.6301266297471854,1,6,1,1,-0.98339784,8.866243912576169e-05,,,,,,,,
TIMM9,MOK,REST,SERPINF2,MT-ATP6,Activation,Complex,Activation,IncreaseAmount,0.3715222573296911,0.8302066725941236,0.3715222573296911,0.4844526880351076,1,1,1,1,-0.40119484,2.2870557838010466e-08,,,,,,,,
TMEM167B,ASPH,RCN2,ELK1,SLC35F6,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.8302066725941236,0.6301266297471854,1,1,1,1,-1.7772907,0.0405346154948966,,,,,,,,
STK38,RELA,BCL2L1,PAX4,CYBC1,Phosphorylation,Complex,IncreaseAmount,DecreaseAmount,0.565177305878659,0.4244737435129522,0.4844526880351076,0.6301266297471854,1,1,1,1,-1.7675139,0.0481876997052302,,,,,,,,
TNFSF10,RBX1,TRIM27,MYOD1,SERF2,Activation,Complex,DecreaseAmount,DecreaseAmount,0.3715222573296911,0.8302066725941236,0.4738574987008168,0.6301266297471854,1,1,1,1,-0.15651818,0.0002178351943333,,,,,,,,
TRIP12,RFXANK,BCL2,NFATC1,TMEM64,Complex,Inhibition,Inhibition,IncreaseAmount,0.8302066725941236,0.4824092651701481,0.4357402620936744,0.4844526880351076,1,1,1,1,-1.3747598,0.0484854275007871,,,,,,,,
TRIP12,RFXANK,BCL2,NMT1,NMT2,Complex,Inhibition,Inhibition,IncreaseAmount,0.8302066725941236,0.4824092651701481,0.4357402620936744,0.4844526880351076,1,1,1,1,-0.79001737,4.3190761319692714e-06,,,,,,,,
TRIP12,RFXANK,RECQL4,RPL22,RPL22L1,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.8302066725941236,0.4738574987008168,1,1,1,1,-0.3431666,3.222644234950655e-05,,,,,,,,
TTC32,BAG3,TRIM27,PPARG,KLF6,Complex,Complex,Inhibition,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.497172507174369,0.4844526880351076,1,1,5,1,-0.7835853,0.0002384695679751,,,,,,,,
TTLL11,RECQL4,RFXANK,IL6,RC3H1,Complex,Complex,Activation,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.3715222573296911,0.4844526880351076,1,1,1,1,-1.8723841,0.0097411074519017,,,,,,,,
TTLL11,RECQL4,RFC5,RB1,PPIG,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.8329154561839106,0.4844526880351076,1,1,2,1,-0.6517511,0.0002283614340727,,,,,,,,
TTLL11,RECQL4,RFC5,MYC,MYL12A,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.8329154561839106,0.6301266297471854,1,1,2,1,-0.20823532,0.0003922126186666,,,,,,,,
UBA5,RBBP7,REST,NRF1,LSM1,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.4261616001712757,0.6301266297471854,1,1,1,1,-0.65042084,0.0002411828597943,,,,,,,,
USP25,RELA,REL,MAP2K6,NDUFB11,Activation,Complex,Activation,DecreaseAmount,0.3715222573296911,0.4321616952089651,0.3715222573296911,0.4729549708402811,1,6,1,1,-0.4635,0.0002619899859493,,,,,,,,
XPO7,TRIM27,RET,TP53,UBE2C,Complex,Complex,IncreaseAmount,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4715315630410047,1,30,1,2,1.7953829,0.0062867217350243,,,,,,,,
XPO7,TRIM27,RET,CYGB,TOP2A,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4244737435129522,0.4583769289308221,1,30,2,1,1.7889636,0.0053932340957868,,,,,,,,
XPO7,TRIM27,RELA,MCL1,FAM83D,Complex,Inhibition,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.4357402620936744,0.4844526880351076,0.4738574987008168,1,1,1,1,1.7316334,0.0309858979489278,,,,,,,,
XPO7,TRIM27,RET,FBXO7,DLGAP5,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.8302066725941236,0.546949795795761,1,30,1,1,1.7163911,0.0001644569326731,,,,,,,,
XPO7,TRIM27,RET,TP53,CENPE,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4738574987008168,1,30,1,1,1.7126687,0.0240524517247442,,,,,,,,
XPO7,TRIM27,RET,YAP1,CCNA2,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4443350122709595,0.545553245403983,1,30,1,2,1.6257229,0.0386072540047215,,,,,,,,
XPO7,TRIM27,RET,TP53,PRC1,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4738574987008168,1,30,1,1,1.5607872,0.0001985240273355,,,,,,,,
XPO7,TRIM27,RET,TP53,CENPF,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4738574987008168,1,30,1,1,1.5512686,0.0048733274712871,,,,,,,,
XPO7,TRIM27,RET,PTEN,KIF11,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.4261616001712757,0.4738574987008168,1,30,1,1,1.5005555,0.0314368659990758,,,,,,,,
XPO7,TRIM27,RET,TP53,GTSE1,Complex,Complex,IncreaseAmount,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4715315630410047,1,30,1,1,1.4824659,0.0371006390662404,,,,,,,,
XPO7,TRIM27,RET,SP1,KIF20B,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.3715222573296911,0.6301266297471854,1,30,1,1,1.4073141,0.0111089728335921,,,,,,,,
XPO7,TRIM27,RET,SP1,GNA12,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.3715222573296911,0.6301266297471854,1,30,1,1,-1.3804524,0.038595988990445,,,,,,,,
XPO7,TRIM27,RET,TP53,CENPK,Complex,Complex,IncreaseAmount,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4844526880351076,1,30,1,1,1.3794352,0.0041254704127721,,,,,,,,
XPO7,TRIM27,RET,SP1,NUSAP1,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.3715222573296911,0.6301266297471854,1,30,1,1,1.2991619,0.0099794441887685,,,,,,,,
XPO7,TRIM27,RET,YAP1,TAGLN,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4443350122709595,0.5028536023408147,1,30,1,3,-1.2925625,0.039747953781872,,,,,,,,
XPO7,TRIM27,RELA,NR3C1,C19orf48,Complex,Inhibition,Complex,DecreaseAmount,0.8302066725941236,0.4357402620936744,0.4244737435129522,0.6301266297471854,1,1,1,1,1.248342,0.00069428935225,,,,,,,,
XPO7,TRIM27,RET,TP53,RPS27L,Complex,Complex,IncreaseAmount,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4844526880351076,1,30,1,1,-0.349045,1.680474496060589e-05,,,,,,,,
XPO7,TRIM27,RET,TP53,NEAT1,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.6329669864572899,1,30,1,2,-0.5157702,2.156936377763793e-05,,,,,,,,
XPO7,TRIM27,RET,STAT3,H2AFV,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.3715222573296911,0.4738574987008168,1,30,1,1,0.5981362,0.0001011000017987,,,,,,,,
XPO7,TRIM27,RET,IL1B,TUBA1B,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.3748629023279588,0.4738574987008168,1,30,4,1,0.5434115,0.0001049625180885,,,,,,,,
XPO7,TRIM27,RET,SRY,PCLAF,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.8302066725941236,0.4844526880351076,1,30,1,1,1.0725397,0.0001215372473964,,,,,,,,
XPO7,TRIM27,RET,YAP1,PSAT1,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4443350122709595,0.4848522412157821,1,30,1,9,0.71963316,0.000168814368032,,,,,,,,
XPO7,TRIM27,RET,TP53,PTMA,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4738574987008168,1,30,1,1,0.17862771,0.0001791793202228,,,,,,,,
XPO7,TRIM27,RET,CHMP4B,UBE2S,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.8302066725941236,0.4844526880351076,1,30,1,1,0.8516654,0.0002569089051882,,,,,,,,
XPO7,TRIM27,RET,SP1,TUBA1C,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.3715222573296911,0.6301266297471854,1,30,1,1,0.5709213,0.0003850101832969,,,,,,,,
XPO7,TRIM27,RET,SP1,PSMC5,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.3715222573296911,0.6301266297471854,1,30,1,1,0.52378106,0.0003942303892404,,,,,,,,
YLPM1,B9D2,QARS1,MYC,REX1BD,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.8216256011114469,0.4844526880351076,1,1,3,1,0.5746948,0.0002517628207072,,,,,,,,
ZDHHC18,UPF1,DPF2,PPARG,SLC39A4,Complex,Inhibition,Complex,DecreaseAmount,0.8302066725941236,0.4357402620936744,0.8302066725941236,0.4738574987008168,1,1,1,1,-1.2861389,0.0026936773376091,,,,,,,,
ZDHHC18,UPF1,DPF2,MAZ,MAP2K2,Complex,Inhibition,Complex,IncreaseAmount,0.8302066725941236,0.4357402620936744,0.8302066725941236,0.4715315630410047,1,1,1,2,-0.574207,0.0002674203950796,,,,,,,,
ZNF281,RELA,REL,MYC,ZNF281,Complex,Complex,IncreaseAmount,IncreaseAmount,0.8302066725941236,0.4321616952089651,0.4922809406747177,0.4844526880351076,1,6,5,1,-1.394579,0.0084558370192233,,,,,,,,
ZNF324B,RGS3,SMAD3,ELK1,AAGAB,Complex,Complex,Complex,DecreaseAmount,0.8329154561839106,0.4261616001712757,0.7036433258099775,0.6301266297471854,2,1,10,1,-1.4791291,0.0315407498714927,,,,,,,,
ZNF764,TRIM27,RET,TP53,SRSF3,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8329154561839106,0.4117976602725213,0.4844526880351076,0.4738574987008168,2,30,1,1,-0.6837725,5.3620759831968115e-05,,,,,,,,
ZNF774,RBM11,PCYT1A,DKK1,ENY2,Complex,Complex,Inhibition,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.4357402620936744,0.4844526880351076,1,1,1,1,0.34995297,0.0002780261376167,,,,,,,,
ZNF827,RBBP7,REST,PTGS2,FTH1,Complex,Complex,IncreaseAmount,IncreaseAmount,0.8216256011114469,0.8302066725941236,0.4844526880351076,0.4844526880351076,3,1,1,1,-0.2120373,3.1286624190613074e-05,,,,,,,,
