source,intermediate_1,intermediate_2,intermediate_3,target,stmt_type_1,stmt_type_2,stmt_type_3,stmt_type_4,belief_1,belief_2,belief_3,belief_4,evidence_1,evidence_2,evidence_3,evidence_4,logfoldchange,pval,edge1_evidence_text,edge2_evidence_text,edge3_evidence_text,edge4_evidence_text,edge1_pmids,edge2_pmids,edge3_pmids,edge4_pmids
GPSM3,PHF1,RBBP7,LGALS1,LGALS8,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.8226256011114469,0.8302066725941236,0.4844526880351076,1,7,1,1,-1.6624054,0.0394719554941204,Database: biogrid,Database: biogrid,Database: biogrid,1) Lack of Galectin-1 Induces Compensatory Expression of Galectin-8 in Immortalized RPE Cells In Vitro.,33961781,33961781; 18385154; 24981860; 27705803; 18285464; 29846670,37689310,37628816
GPSM3,PHF1,RBX1,MTA2,LRBA,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8329154561839106,0.8302066725941236,0.4738574987008168,1,2,1,1,-1.605459,0.0228558579918925,Database: biogrid,Database: biogrid,Database: biogrid,1) LPS responsive beige like anchor protein (LRBA) deficiency is a novel PID caused by either homozygous or compound heterozygous mutations in LRBA that abolish LRBA protein expression.,33961781,29846670,34026424,27766253
GPSM3,PHF1,PRNP,LEF1,KLHDC10,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.4261616001712757,0.6301266297471854,1,1,1,1,-1.6014093,0.0257036788652483,Database: biogrid,Database: biogrid,"1) In the peripheral lymphoid system, PrP is associated with follicular dendritic cells that are known to be important for replication of infectivity for at least one TSE strain.",Database: biopax,33961781,36543142,10871547,
GPSM3,PHF1,RBX1,ELK1,C1orf50,Complex,Complex,Ubiquitination,DecreaseAmount,0.8302066725941236,0.8329154561839106,0.5947172532880094,0.6301266297471854,1,2,1,1,-1.2706735,0.0318129338043283,Database: biogrid,Database: biogrid,"1) The F-box protein FBXO25 promotes the proteasome-dependent degradation of ELK-1 protein. FBXO25 is one of the 69 known human F-box proteins that serve as specificity factors for a family of ubiquitin ligases composed of SKP1, Rbx1, Cullin1, and F-box protein (SCF1) that are involved in targeting proteins for degradation across the ubiquitin proteasome system. FBXO25 interacted with and mediated the ubiquitination and proteasomal degradation of ELK-1 in HEK293T cells.",Database: biopax,33961781,29846670,23940030,
GPSM3,PHF1,RBX1,MTOR,PWP1,Complex,Complex,Dephosphorylation,IncreaseAmount,0.8302066725941236,0.8329154561839106,0.4932129488817893,0.4844526880351076,1,2,1,1,-0.8914811,0.0003188099582863,Database: biogrid,Database: biogrid,"1) Consistent with the observation that ablation of CUL3 or RBX1 reduced amino acid-induced mTORC1 activation without affecting lysosomal mTOR localization and Akt phosphorylation (Figures 1A, 2A, 2D, and S1A), ablation of KLHL9 in EMSCs (Figures 7A, S4A, and S4B) or HEK293T cells (Figure 7B) also decreased amino acid-induced mTORC1 activation without affecting lysosomal mTOR localization (Figure S4C).","1) In addition to phosphorylation, PWP1 gene expression is promoted by IIS/mTOR signaling through Myc transcription factor (Liu et al. 2017).",33961781,29846670,39708321,32554565
GPSM3,PHF1,RBBP7,ZNF219,HMGN1,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.8226256011114469,0.8216256011114469,0.4844526880351076,1,7,3,1,-0.35017675,0.0004049415654958,Database: biogrid,Database: biogrid,Database: biogrid,"1) For example, Sakai et al. 25 reported that ZNF219 could modulate the expression of the HMGN1 gene directly by binding its upstream DNA sequence.",33961781,33961781; 18385154; 24981860; 27705803; 18285464; 29846670,28514442; 33961781; 26186194,29379079
HHAT,STAT3,BCL3,ERBB2,RNF126,Phosphorylation,Inhibition,Activation,IncreaseAmount,0.565177305878659,0.4357402620936744,0.3715222573296911,0.5028536023408147,1,1,1,3,-1.3393217,0.0232693024223771,"1) In the present study, it was found that SKN inhibited colon cancer cell growth, suppressed both constitutive and IL-6-induced STAT3 phosphorylation, and downregulated the expression of ADAM17.","1) Notably, STAT3 restoration could abrogate the influence of BCL3 shRNA on proliferation and the process of cell cycle in CC cells.",1) Bcl3 selectively promotes metastasis of ERBB2 driven mammary tumors.,"1) Therefore, we first tested whether HER2 positively regulates RNF126 expression.

2) It is worth noting that, HER2 is possibly necessary but not sufficient to induce RNF126 expression.

3) In TNBC, IR stimulates HER2 expression to further activate AKT and NF‐κB pathways, thereby boosting the expression of RNF126.",34726248,27822067,23149915,36563124
ABCA5,RAB7A,LRPPRC,MIR205,ABCA5,Inhibition,Complex,Complex,DecreaseAmount,0.414159988237093,0.8302066725941236,0.8302066725941236,0.6324007949925685,1,1,1,1,-2.8637323,0.039374999776927,"1) Interestingly, the inactivation of Rab7a by TBC1 domain family member 5 (TBC1D5), a Rab7a GTPase-activating protein (GAP), promotes the release of retromer from endosomes ( xref ; xref ).",Database: biogrid,Database: biogrid,"1) Bcl-2 and the ATP-binding cassette transporters ABCA2 and ABCA5 are direct targets of miR-205. (A) qRT-PCR analysis of ABCA2, ABCA5, Bcl-2, E2F1 and ZEB1 in SK-Mel-147 infected with lentivirus expressing miR-205 (gray bars).",35601613,26496610,28431233,22871739
INPP5B,RAC1,CDH1,CASP3,GLRX3,Activation,Complex,DecreaseAmount,DecreaseAmount,0.3715222573296911,0.6709342592493139,0.4738574987008168,0.6324007949925685,1,10,1,1,-1.150142,0.0001810082481065,"1) The significance of the RhoGAP related segment in these proteins remains unclear, as INPP5B did not associate with or stimulate the activity of Cdc42, Rac1, RhoA, H-Ras, or Rab5B in vitro [96].","1) Directly adsorbed Ecad/Fc exhibited qualitatively similar recruitment of Rac1 and E-cadherin to the sites of bead / cell interaction, as illustrated in the second row of XREF_FIG.

2) XREF_BIBR, XREF_BIBR It has been shown that functional interaction between Rac1, a small Rho family GTPase, and E-cadherin is responsible for regulating hPSC self-renewal.

3) 63 The activation of Rac1 through PI3K by E-cadherin-mediated cell-cell adhesion involves at least two steps as follows : (1) recruitment of Rac1 to E-cadherin mediates cell-cell contact sites and (2) Rac1 activation by a guanine nucleotide exchange factor.

4) Notably, PP2A mediates recruitment of the Ras GTPase-activating-like protein, IQGAP1, to Rac1 bound E-cadherin and catenin complexes, thereby promoting E-cadherin stabilization; deregulation of PP2A by OA, or silencing of the A subunit is associated with dissociation of IQGAP1, E-cadherin internalization, F-actin disassembly and AJ disruption.

5) Up-regulated Rac1 promotes the invasion of B-lymphoma cells and the metastasis of breast cancer cells xref , xref , whereas down-regulated Rac1 is associated with reduced E-cadherin expression and the reduced invasion of melanoma cells xref .

6) Endogenous Rac1 and E-cadherin signaling pathways form an intrinsic key for the regulation of hiPSC fate decisions.

7) These different results may be explained by a cell type-specific regulation of Rac1-E-cadherin signaling and function depending on the availability of different IQGAP1-binding protein, such as menin in β-cells [40] .

8) Functional interaction between Rac1, a small Rho family GTPase, and E-cadherin have been demonstrated to be responsible for the regulation of hPSC self-renewal [45,46].

9) Li et al. (16) also demonstrated that functional interaction between the small Rho family GTPase Rac1 and E-cadherin is responsible for regulating hESC self-renewal (20) .

10) Since downregulation of PP2A-A by siRNA causes the loss of IQGAP1, but not Rac1, in E-cadherin–catenins complex of HME cells  [25] , the present results suggest that recruitment of IQGAP1 to Rac1-bound E-cadherin–catenins complex requires the presence of PP2A-A. Coprecipitation of Rac1 and α-catenin with β-catenin in E-cadherin-deficient MDA-MB-231 cells suggests that Rac1 does not interact with E-cadherin but with catenins complex, consisting of α- and β-catenins.

11) Together, these results indicate that Rac1 enhances the accumulation of actin filaments, E-cadherin, and beta-catenin by acting on IQGAP1 and suggest that there exists a positive feedback loop comprised of &quot;E-cadherin-mediated cell-cell adhesion --> Rac1 activation --> actin-meshwork formation by IQGAP1 --> increasing E-cadherin-mediated cell-cell adhesion.&quot;

12) In β-cells menin might be an important regulator in the differential interaction of IQGAP1 with Rac1 or the E-cadherin-adhesion complex [ xref ].

13) We previously reported a Rac1-dependent physical interaction between endogenous FMNL2 and E-Cadherin [ xref ].","1) As anticipated, E-cadherin upregulation augmented the expression of apoptotic inhibitory gene Bcl-XL, inhibited the expression of pro apoptotic gene Caspase-3, and resulted in a decrease in the number of apoptotic cells after reseeding dissociated hESCs in the clonogenic assay.","1) Here, we demonstrate that PICOT is a cleavage substrate of the apoptosis-related protein caspase-3.",12618308,24523903; 14699063; 20368760; 16930554; 35726387; 27096107; 19737400; 30895176; 29579104; 25468424,20513387,23415866
KALRN,BCL2,RELA,NFATC1,TMEM64,IncreaseAmount,Inhibition,IncreaseAmount,IncreaseAmount,0.4844526880351076,0.4357402620936744,0.4844526880351076,0.4844526880351076,1,1,1,1,-1.4239678,0.0390531225596013,"1) The analysis by Annexin V/PI also showed that the treatment with Duo plus Dist (0.5 μg/ml) suppressed Duo-induced apoptosis in HLC-2 cells.We also found that Dist can induce the expression of p53, and consequently p21 and Bcl-2, but not Bax in HLC-2 cells.","1) Overexpression of Bcl-2 normalizes ER calcium homeostasis and prevents calcium mediated apoptosis in RelA deficient cells.

2) In contrast, the expression of Bcl2, XIAP and IkappaBalpha mRNA stimulated by cisplatin or mitomycin C treatment were unaffected by depletion of either p65, p50 or BRCA1 (XREF_FIG), indicating that activation by these damagers in our system is independent of p65 and p50 the most abundant NF and kappaB complex.

3) Overexpression of Bcl-2 in 293 cells can block apoptosis in these cells and, curiously, can also suppress the transactivation function of RelA (Grimm et al., 1996).

4) Furthermore, we found that the ER-targeted Bcl-2 also degraded nuclear p65 (Supplemental Figure 5B) and interacted with p65 (Supplemental Figure 5, B and C).

5) While the WT Bcl-2 caused degradation of nuclear p65, the BH1, BH4, or the triple-phosphorylation mutants did not affect the levels of nuclear p65 (Figure 5E).

6) Furthermore, expression of Bcl-2 in Bcl-2–deficient HEK293T cells caused degradation of nuclear p65, which was restored by MG132 treatment.

7) Regulation of inflammation solely by regulation of nuclear p65 levels that does not involve translocation of p65 may be an important mechanism for many chronic conditions.Consistent with the proteomics data of immunoprecipitates from nuclear lysates of WT and Bik-deficient MAECs, the presence of Bik was required for Bcl-2 to interact with RPN1 and RPN2, confirming the role of RPN1 and RPN2 in Bik/Bcl2-mediated degradation of nuclear p65.

8) Our findings that the proteasomal inhibitor MG132 blocks Bik/Bcl-2–mediated reduction of nuclear p65 and inflammation together with the interaction Bik/Bcl-2/p65 with RPN1 and RPN2 supports the idea that Bik, acting through Bcl-2, may be crucial for nuclear localization of the proteasome (Figure 8).

9) In HG-cultured HUVECs and HAECs, apigenin inhibited HG-induced PKCβII activation and ROS generation, increased Bcl-2 expression and the p-Akt/Akt ratio, and reduced Bax and caspase-3 expression and the NF-κB subunit p-p65/p65 ratio.","1) The phosphorylated p65 subunit is then translocated into the nucleus and enhance the expression of NFATc1 [ 5 ].

2) The expression of c-FOS, p65, and NFATc1 induced NFATc1 reporter gene transcription (XREF_FIG B).

3) Based on these studies, we hypothesized that TRAF6 and NF-kappaB p65 pathway may be involved in CD137 signaling induced expression of NFATc1 and its downstream factors expression in mice VSMCs.

4) This process releases NF-kappaB p65, which is then translocated to the nucleus to promote the transcription of NFATc1.

5) Expression of NFATc1, c-Fos, or p65 increased Nfatc1 reporter gene transcription.

6) Activated NF-κB is transported into the cell nucleus, where the p50 and p65 subunits induce increased expression of c-Fos and NFATc1.

7) This process releases NF-κB p65, which is then translocated to the nucleus to promote the transcription of NFATc1 [31,32] .

8) Translocation of NF-κB p65 into the nucleus induces early expression of NFATc1, one of the most pivotal transcription factors in osteoclastogenesis.","1) Interestingly we also showed that cyclosporin A treatment significantly inhibited RANKL induced Tmem64 mRNA expression (XREF_SUPPLEMENTARY), suggesting that NFATc1 is mediating the upregulation of Tmem64 mRNA expression during osteoclast differentiation.",17321782,39064844; 15814613; 38113109; 23435429; 10727020,26600673; 38310228; 33377656; 31751538; 38643905; 32781784; 34182052; 32079267,23395171
KDELR2,RET,CD74,ELANE,KDELR2,Complex,Complex,Complex,IncreaseAmount,0.4261616001712757,0.422856899694916,0.4244737435129522,0.4715315630410047,1,3,2,2,-1.186291,1.141276465077406e-12,"1) The Oncomine Focus Assay (Thermo Fisher Scientific) does not cover five of the 18 gene fusions and therefore the following samples tested negative: Sample 2 ( LMNA - NTRK1 ), sample 4 ( HLA-DRB1 - MET ), sample 5 ( KDELR2-RET ), sample 17 ( FGFR2 - TACC2 ) and sample 18 ( FGFR2 -CBX5) (Fig.  xref b).","1) Similarly, inhibitors blocking the MAPK/ERK and AKT/mTOR pathways also augmented MHC-II expression, suggesting their implications in RET-MHC-II signaling axis.

2) Likewise, while thousands of CD74-ROS1 clones emerged, no clones with CD74-ALK, CD74-RET, or CD74-NTRK1 fusions emerged in PC9 cells expressing CIITA ( xref ).

3) Likewise, while thousands of CD74-ROS1 clones emerged, no clones with CD74-ALK, CD74-RET, or CD74-NTRK1 fusions emerged in PC9 cells expressing CIITA (Fig.  xref ).","1) In addition to preventing JNK activation, PBA also prevented HNE-induced LC3-II formation ( xref B) and HO-1 induction ( xref C).

2) These interventions decreased HNE-induced LC3-II formation and prevented HO-1 induction in HNE-treated cells.","1) Thus, 100 ng/mL NE and 6 μM 4μ8C for 24 h were selected as the appropriate concentrations for stimulation (Figures S4 and S9A,D).3.7


NE induces the overexpression of KDELR2 and ISR-associated proteins, and promotes the ER-like localization of KDELR2
.

2) Compared with controls, NE induced higher expression levels of XBP1, XBP1s and KDELR2, as measured by Western blot analysis.",33639937,38313284; 34874277; 38877018,24024137,39365189
LAPTM4A,PRTN3,REN,SP1,LAPTM4A,Complex,Activation,Complex,DecreaseAmount,0.4443350122709595,0.396856880714167,0.4443350122709595,0.6301266297471854,1,1,1,1,-0.9113737,3.752813800137277e-08,"1) FpvA from Pseudomonas aeruginosa ATCC 15692 recognizes pyoverdine metal binding sites, permitting some binding to noncognate pyoverdines, and Mbn binding to MbnT could conceivably be similar.","1) Since both EDTA and phenylmethanesulphonyl fluoride could inhibit the activation of inactive renin by this metalloproteinase, it is suggested that the enzyme activates serine proteinase(s), which then activate inactive renin.","1) Taken together the phenomenon, indicated that genetic variations C-5312T of renin enhancer causes differences of Sp1 binding to renin enhancer (XREF_FIG).",Database: biopax,29668305,6452170,24497727,
LSP1,BCL3,RELB,LEP,CLN5,Complex,Complex,Activation,IncreaseAmount,0.4261616001712757,0.4261616001712757,0.3715222573296911,0.4844526880351076,1,1,1,1,-1.2464106,0.0253701580863701,"1) Instead, an alternative LSP1-dependent signaling complex is assembled, resulting in the nuclear translocation of Bcl-3, which pairs with p50/p50 homodimers to drive the transcription of Th2-associated cytokines and chemokines ( xref ).","1) It has been reported that p52 forms heterodimers with RelB or Bcl3 to initiate expression of target genes.

2) Nfkb2 is known to form transcription factor complexes with RelB and/or Bcl3 as part of the 'alternative' NF-KB pathway, often associated with B-cell maturation and lymphoid development [ xref ].

3) It has been reported that p52 forms heterodimers with RelB or Bcl3 to initiate expression of target genes.

4) The focus of this review is on p52, its DNA binding as a homodimer, its cofactor functions, interactions with its coregulators Bcl3 and RelB, and its role in pathogenesis from the viewpoint of biochemical mechanisms.","1) RelB   MPCs have increased OB differentiation, which is inhibited by Runx2 siRNA.","1) Leptin alone induces barrier dysfunction in intestinal Caco-2 cells by increasing paracellular permeability and decreasing the expression of ZO-3 and Cln-5 [ 51 ], and resistin increases paracellular permeability and reduces ZO-1 and occludin expression in human coronary artery endothelial cells.",30761125,34888310; 32019974; 14678988; 19664281,37749800,33991612
MANEA,RET,CD74,IFNG,CAP1,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.422856899694916,0.3715222573296911,0.4684848027297138,1,3,1,2,-0.49272284,0.0001135951980998,Database: biogrid,"1) Similarly, inhibitors blocking the MAPK/ERK and AKT/mTOR pathways also augmented MHC-II expression, suggesting their implications in RET-MHC-II signaling axis.

2) Likewise, while thousands of CD74-ROS1 clones emerged, no clones with CD74-ALK, CD74-RET, or CD74-NTRK1 fusions emerged in PC9 cells expressing CIITA ( xref ).

3) Likewise, while thousands of CD74-ROS1 clones emerged, no clones with CD74-ALK, CD74-RET, or CD74-NTRK1 fusions emerged in PC9 cells expressing CIITA (Fig.  xref ).","1) In particular, inhibition of (IFN)-gamma secretion in microglia seems to play a crucial role in the prooncogenic role of MIF, as blockade of MIF and CD74 interaction promotes IFN-gamma release and amplifies tumor death.

2) Both catS -/- and Ii -/- iNKT cells were able to produce IFN-gamma but produced less TNF.

3) Additionally, CD74 expression in cells increases in response to IFN-γ [68].

4) Interestingly, CD74 siRNA inhibits atherosclerosis by reducing interferon-gamma (IFNγ)-induced NF-κB activation and monocyte chemoattractant protein-1 (MCP-1) production in human vascular smooth muscle cells, and preventing vascular smooth muscle cells activation (49).

5) DM -/- and DM -/- Ii -/- mice produce IFN-gamma and IL-17 but not IL-4 and IL-10.","1) On the contrary, IFN-gamma significantly reduced CAP1 mRNA expression in both cell types.

2) [XREF_BIBR] In contrast with IL-4/13, our study indicated that IFN-gamma decreased KLK5, KLK7, matriptase, and CAP1 expression, while significantly increased caspase14 expression in both LC and HC culture conditions and tissue sections of AD.",33961781,38313284; 34874277; 38877018,19342667; 29707160; 36712241; 21565221,26831231
MAP3K6,PEX5,RAD51B,PAX2,TMEM53,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4261616001712757,0.4261616001712757,0.6301266297471854,1,1,1,1,1.3743119,0.0345855808806136,Database: biogrid,"1) In the phytopathogenic fungus U. maydis, which causes smut disease on corn ( xref ), we have identified two Pex5-paralogs – termed Pex5a and Pex5b ( xref ).",1) Studies have shown that Hox11 paralogs interact with Pax2 and Eya1 to induce transcription of direct downstream targets such as SIX2 and GDNF ( xref ; xref ).,Database: biopax,33961781,35646929,32266264,
MFSD4B,PRKAG1,RAC1,SPI1,RUFY1,Complex,Complex,Activation,DecreaseAmount,0.8216256011114469,0.8302066725941236,0.3715222573296911,0.6301266297471854,3,1,1,1,-1.5021538,0.0263568232525135,Database: biogrid,Database: biogrid,"1) As described in previous sections, Rac1 promotes SPI1 dependent membrane ruffles by activating the WRC, in conjunction with Arf1.",Database: biopax,28514442; 33961781; 26186194,31871319,28848711,
MGA,RBBP5,BAZ2B,CEBPA,CMSS1,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.8302066725941236,0.6301266297471854,1,1,1,1,-0.80168575,0.0001421082374839,Database: biogrid,Database: biogrid,Database: biogrid,Database: biopax,35831314,37689310,34189442,
MICALL2,RAC1,CDH1,GEM,CHMP1A,Inhibition,Complex,Inhibition,IncreaseAmount,0.4357402620936744,0.6709342592493139,0.4357402620936744,0.4844526880351076,1,10,1,1,-1.4085084,0.0498994942815116,"1) Thus, it is likely that MICALL2 prevents EGFR autophagy in a Rac1-dependent manner.","1) Directly adsorbed Ecad/Fc exhibited qualitatively similar recruitment of Rac1 and E-cadherin to the sites of bead / cell interaction, as illustrated in the second row of XREF_FIG.

2) XREF_BIBR, XREF_BIBR It has been shown that functional interaction between Rac1, a small Rho family GTPase, and E-cadherin is responsible for regulating hPSC self-renewal.

3) 63 The activation of Rac1 through PI3K by E-cadherin-mediated cell-cell adhesion involves at least two steps as follows : (1) recruitment of Rac1 to E-cadherin mediates cell-cell contact sites and (2) Rac1 activation by a guanine nucleotide exchange factor.

4) Notably, PP2A mediates recruitment of the Ras GTPase-activating-like protein, IQGAP1, to Rac1 bound E-cadherin and catenin complexes, thereby promoting E-cadherin stabilization; deregulation of PP2A by OA, or silencing of the A subunit is associated with dissociation of IQGAP1, E-cadherin internalization, F-actin disassembly and AJ disruption.

5) Up-regulated Rac1 promotes the invasion of B-lymphoma cells and the metastasis of breast cancer cells xref , xref , whereas down-regulated Rac1 is associated with reduced E-cadherin expression and the reduced invasion of melanoma cells xref .

6) Endogenous Rac1 and E-cadherin signaling pathways form an intrinsic key for the regulation of hiPSC fate decisions.

7) These different results may be explained by a cell type-specific regulation of Rac1-E-cadherin signaling and function depending on the availability of different IQGAP1-binding protein, such as menin in β-cells [40] .

8) Functional interaction between Rac1, a small Rho family GTPase, and E-cadherin have been demonstrated to be responsible for the regulation of hPSC self-renewal [45,46].

9) Li et al. (16) also demonstrated that functional interaction between the small Rho family GTPase Rac1 and E-cadherin is responsible for regulating hESC self-renewal (20) .

10) Since downregulation of PP2A-A by siRNA causes the loss of IQGAP1, but not Rac1, in E-cadherin–catenins complex of HME cells  [25] , the present results suggest that recruitment of IQGAP1 to Rac1-bound E-cadherin–catenins complex requires the presence of PP2A-A. Coprecipitation of Rac1 and α-catenin with β-catenin in E-cadherin-deficient MDA-MB-231 cells suggests that Rac1 does not interact with E-cadherin but with catenins complex, consisting of α- and β-catenins.

11) Together, these results indicate that Rac1 enhances the accumulation of actin filaments, E-cadherin, and beta-catenin by acting on IQGAP1 and suggest that there exists a positive feedback loop comprised of &quot;E-cadherin-mediated cell-cell adhesion --> Rac1 activation --> actin-meshwork formation by IQGAP1 --> increasing E-cadherin-mediated cell-cell adhesion.&quot;

12) In β-cells menin might be an important regulator in the differential interaction of IQGAP1 with Rac1 or the E-cadherin-adhesion complex [ xref ].

13) We previously reported a Rac1-dependent physical interaction between endogenous FMNL2 and E-Cadherin [ xref ].","1) In this model, when CycE was low Gem was degraded by APC Fzr and Cdh1, allowing preRC licensing through Cdt1 and Dup.","1) Because AA, 5-FU and GEM are known to alter the signaling activity of ATM and/or p53 [XREF_BIBR, XREF_BIBR - XREF_BIBR], we examined whether AA, 5-FU or GEM activated Chmp1A - ATM - p53 signaling pathway by examining the protein levels of Chmp1A, and the phosphorylated form of ATM and p53.",38203692,24523903; 14699063; 20368760; 16930554; 35726387; 27096107; 19737400; 30895176; 29579104; 25468424,22037307,29463243
MRPL34,RAP1A,RELA,MT-CO2,MT-ND4L,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8329154561839106,0.4261616001712757,0.6039386725059381,0.4738574987008168,2,1,3,1,0.5764586,2.173432759289929e-07,Database: biogrid,"1) Interestingly, our findings revealed that EYA4 overexpression markedly abrogated IκBα phosphorylation, IκBα polyubiquitination, subsequent p65 nuclear translocation, and the binding of p65 to RAP1A promoter induced by TNF-α.

2) Interestingly, our findings revealed that EYA4 overexpression markedly abrogated IkappaBalpha phosphorylation, IkappaBalpha polyubiquitination, subsequent p65 nuclear translocation, and the binding of p65 to RAP1A promoter induced by TNF-alpha.

3) Activation of NF-κB with tumor necrosis factor-α (TNF-α) increased the binding of p65 to the RAP1A gene promoter and up-regulated RAP1 protein expression.

4) The results showed that the stimulation of TNF-α, a key pro-inflammatory cytokine that is well known to be responsible for elevating NF-κB activity, increased the binding of p65 to the promoter region of RAP1A, and this effect was blocked by the ectopic expression of pEYA4 (Fig.  xref b).","1) Then, the activated dimer p50/p65 NF-κB bound to the promoter of Cox2 to increase the transcription of Cox2 [161] .

2) Knockdown of Glrx in TSC2-deficient LAM cells increased GSH adducts on nuclear factor-kappa B p65, which contributed to a decrease in the expression of Cox2 and the biosynthesis of PGE2.","1) Moreover, under high-temperature stress, S. incognitus showed increased transcript levels of COI, COII, COIII, ND3, ND5, CYTB, and ATP6 at 34 °C, while reducing the transcript level of ND4L.",28514442; 33961781,29764501,35335994; 37478294,38891717
MT1F,BAX,SLC25A3,TP53,MRPL41,Activation,Complex,Acetylation,IncreaseAmount,0.4078495255712473,0.422856899694916,0.4593313146240882,0.4583769289308221,3,3,1,1,-0.43830308,0.0004119763849758,"1) Therefore, we compared inhibition of Bax membrane-permeabilizing activity by the anti-apoptotic protein Bcl-XL for Bax activated by OICR766A and cBid mt1.

2) Thus, whereas OICR766A-activated Bax mimics cBid mt1-activated Bax, given the difference in sensitivity to Bcl-XL and the data above suggesting the compound activates soluble Bax, we speculated that the mechanism of Bax activation by OICR766A is different from activation by BH3 proteins.

3) Therefore, Bax is not required for the formation of the multiple-component complex but competes with BH3 proteins for binding to Bcl-x L . Moreover, Bax activated by cBid mt1 (a mutant that does not bind Bcl-x L ) reduced FRET between Bcl-x L proteins ( Figure S1 G).","1) Our findings demonstrate that following ethanol exposure within this developing region, mitochondrially-localized Bax interacts with PTP proteins of both the outer mitochondrial membrane (VDAC) and the inner mitochondrial membrane (ANT), interactions which are conducive to an apoptotic outcome, with such pro-apoptotic associations seen predominantly at the age of greater ethanol sensitivity, compared to the later resistant age.

2) Bax Interactions with PTP Proteins: BAX-VDAC Associations.

3) Bax Interactions with PTP Proteins: BAX-ANT.

4) Indeed, the yeast ortholog of PHC (i.e., Mir1p) is required for the hydrogen peroxide-induced mitochondrial targeting of the only protein from Saccharomyces cerevisiae that contains a bona fide BH3 domain (i.e., Ybh3p), and a similar interaction between PHC and BAX occurs in human cancer cells responding to stress [43] .

5) Indeed, the yeast ortholog of PHC (i.e., Mir1p) is required for the hydrogen peroxide-induced mitochondrial targeting of the only protein from Saccharomyces cerevisiae that contains a bona fide BH3 domain (i.e., Ybh3p), and a similar interaction between PHC and BAX occurs in human cancer cells responding to stress [43] .","1) In addition, PTP induced acetylation of p53 at Lys382 in a p300-dependent manner, but sirtuin (SIRT)1 and histone deacetylase (HDAC)1, a well-known p53-regulating deacetylase, were not involved.","1) In the presence of apoptotic stress, PHB1 and PHB2 recruit p53 to the PIG3 gene, leading to p53-induced PIG3 transcription and PIG3-mediated apoptosis.",32001105; 26916338,27161573; 22767450,25338966,37190120
