source,intermediate_1,intermediate_2,intermediate_3,target,stmt_type_1,stmt_type_2,stmt_type_3,stmt_type_4,belief_1,belief_2,belief_3,belief_4,evidence_1,evidence_2,evidence_3,evidence_4,logfoldchange,pval,edge1_statements,edge2_statements,edge3_statements,edge4_statements,edge1_pmids,edge2_pmids,edge3_pmids,edge4_pmids
GRB14,TRIM27,RET,USP9X,RPS27A,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4073065404350923,0.5580645765199765,1,30,4,1,-0.1334641,1.549316317684321e-05,Database: biogrid,"1) Specifically, more than 40% of the IC cases harbored RET fusions, including NCOA4-RET, TRIM27-RET, and KIAA1217-RET [ xref , xref , xref ].

2) Several kinase fusions were identified: STRN-ALK , EML4-ALK, AGK-BRAF , CUL1-BRAF , MKRN1-BRAF , SND1-BRAF , TTYH3-BRAF , EML4-MET , TFG-MET , IRF2BP2-NTRK1 , PPL-NTRK1 , SQSTM1-NTRK1 , TPR-NTRK1 , TPM3-NTRK1 , EML4-NTRK3 , ETV6-NTRK3, RBPMS-NTRK3 , SQSTM1-NTRK3 , CCDC6-RET , ERC1-RET , NCOA4-RET , RASAL2-RET , TRIM24-RET , TRIM27-RET , and CCDC30-ROS1 .

3) It is subcategorized into intercalated duct, apocrine, and hybrid subtypes based on morphologic and immunohistochemical features, with frequent NCOA4-RET and TRIM27-RET fusions, respectively, seen in intercalated duct and hybrid tumors.

4) It is subcategorized into intercalated duct, apocrine, and hybrid subtypes based on morphologic and immunohistochemical features, with frequent NCOA4-RET and TRIM27-RET fusions, respectively, seen in intercalated duct and hybrid tumors.

5) It is subcategorized into intercalated duct, apocrine, and hybrid subtypes based on morphologic and immunohistochemical features, with frequent NCOA4-RET and TRIM27-RET fusions, respectively, seen in intercalated duct and hybrid tumors.

6) It is subcategorized into intercalated duct, apocrine, and hybrid subtypes based on morphologic and immunohistochemical features, with frequent NCOA4-RET and TRIM27-RET fusions, respectively, seen in intercalated duct and hybrid tumors.

7) Interestingly, a high frequency of RET fusion (42.4%), including NCOA4-RET and TRIM27-RET ,has been detected in salivary intraductal carcinomas, suggesting a role of RET fusion in the development of a particular type of salivary gland cancer  xref  .

8) Specific molecular changes identified in IDC include NCOA4-RET (most common in the intercalated-duct type), TRIM27-RET (often in hybrid/mixed IDC), TRIM33-RET (often in oncocytic IDC), BRAF V600E mutations (often in oncocytic IDC), complex molecular alterations of HRAS and PIK3CA (apocrine IDC), and rarely STRN-ALK fusion (rare cases of IDC). xref , xref , xref , xref , xref In our cohort, all LG IDCs with available molecular sequencing data demonstrated NCOA4-RET fusions corresponding to the intercalated-duct type of morphology on histology.

9) At least four forms have been elucidated based on histomorphology, immunophenotype, and molecular profile: (1) intercalated duct-like, S100/SOX10+ with frequent NCOA4::RET fusions; (2) oncocytic, S100/SOX10+ with TRIM33::RET, NCOA4::RET, and BRAF V600E; (3) apocrine, AR+ with PI3 kinase pathway mutations; and (4) mixed/hybrid intercalated duct-like/apocrine, with S100/SOX10+ and AR+ areas and frequent TRIM27::RET.

10) In addition, a novel TRIM27-RET fusion transcript was identified in two ICs with apocrine features.

11) Although hybrid variants are less common in the literature, the subset of cases tested by NGS that yielded positive findings was found to have only TRIM27-RET fusions [ xref , xref ], and the cases presented in our study are the first examples of hybrid variant IC with definitive NCOA4-RET fusions identified by NGS.

12) Three tumors negative for ALK fusions instead harbored alternate RTK fusions (NCOA4::RET, TRIM27::RET, and VIM::NTRK3), and 1 tumor was negative for RTK alterations.

13) Common molecular alterations included NCOA4-RET, TRIM33-RET, and TRIM27-RET fusions, and HRAS, PIK3CA, and BRAF V600E mutations.

14) Furthermore, several studies have identified oncogenic RET fusions in varying subtypes of salivary gland carcinomas, namely ETV6-RET in mammary analogue secretory carcinomas ( xref – xref , xref ), NCOA4-RET in intercalated duct-line SDCs ( xref , xref , xref ), TRIM27-RET fusions in mixed intercalated duct-like and apocrine types of SDC ( xref , xref ), and TRIM33-RET fusions were recently detected in oncocytic intraductal carcinoma ( xref ).

15) All cases harbored fusions: NCOA4::RET (n = 6), TRIM33::RET (n = 2), TRIM27::RET (n = 1), and STRN::ALK (n = 1).

16) Emerging molecular data suggest that IDC comprises at least three distinct subtypes, characterized by recurrent NCOA4::RET rearrangements in the majority of cases with intercalated duct differentiation, TRIM27::RET fusions in cases with hybrid features, and a complex genetic profile including HRAS and PIK3CA hotspot mutations in the apocrine subtype.

17) Over 80% of these COSMIC fusion occurrences were predicted to other COSMIC fusion-containing clusters, none as likely artifacts, and 11 (41%) of these had occurrences predicted to the COSMIC-enriched cluster C4 ( xref A and xref ), including KLK2::ETV1, LMNA::NTRK1, RUNX1::RUNX1T1, FUS::DDIT3, TMPRSS2::ETV5, MYB::NFIB, TFG::NTRK1, TRIM27::RET, MKRN1::BRAF, INTS4::GAB2, and NUP214::ABL1.

18) Classification into the intercalated duct type and the apocrine duct type has been confirmed through molecular investigations: NCOA4-RET gene fusion is specific for the intercalated variant, and TRIM27-RET gene fusion is associated with the apocrine variant.

19) In part because of the recent application of molecular profiling to better characterize IDC, it has been the subject of several histologic studies. xref – xref IDC exists along a histologic, immunophenotypic, and molecular spectrum and, on the basis of these parameters, can be classified into 4 emerging subtypes: 1) an intercalated duct type with S100 and mammaglobin immunoreactivity and an NCOA4-RET gene fusion; 2) an oncocytic type, also immunoreactive for S100 and mammaglobin, showing unique molecular alterations, including TRIM33-RET gene fusions and BRAF V600E mutations; 3) an apocrine type expressing androgen receptor and gross cystic disease fluid protein 15 (GCDFP-15) with a complex mutational profile, including HRAS and PIK3CA mutations; and 4) a hybrid/mixed type, which has overlapping histologic and immunoprofiles with the other IDC subtypes but more often with TRIM27-RET gene fusions.

20) These include colorectal, xref )breast, xref )ovarian, xref )chronic myelomonocytic leukemia xref )and spitzoid tumors (Fig. xref B). xref )Large-scale analyses have revealed that RET fusion can be detected in 0.2% of colorectal cancers (6/3117 cases) xref )and 0.1% of breast cancers (8/9693 cases). xref )Recently, a high frequency of RET rearrangements (>40%) has been detected in salivary intraductal carcinomas, including NCOA4-RET (Fig. xref B) and TRIM27-RET , xref , xref )suggesting that its detection is useful for diagnosing a particular type of salivary carcinoma.","1) As shown in Fig.  xref , mice were exposed to the OF for 30 min one day before extinction (fam-Ret group).

2) Subsequent exposure of the fam-Ret group to the same OF before retrieval-extinction, indicated familiarity rather than novelty.

3) During extinction training, the fam-Ret, nov-Ret, and control groups froze equally ( F (2, 21) = 0.398, p  = 0.677) (see Supplementary Fig.  xref ).

4) LTM test indicated that exposure to a novel OF 2 h before retrieval-extinction significantly enhanced extinction (main group effects: F (2, 21) = 19.44; post hoc comparisons: nov-Ret, p  < 0.001 vs . control), but exposure to a familiar OF had no effects (fam-Ret, p  = 0.336 vs . control) (Fig.  xref ).","1) Here we provide data suggesting that two of the four mammalian ubiquitin precursors, UBA52 and UBA80, are processed mostly post-translationally whereas the other two, UBB and UBC, probably undergo a combination of co- and post-translational processing. Using an unbiased biochemical approach we found that UCHL3, USP9X, USP7, USP5 and Otulin/Gumby/FAM105b are by far the most active DUBs acting on these precursors.",32296183,35957881; 32661669; 34985683; 38935197; 32326537; 39512532; 33150251; 33991527; 39329254; 39614957,32094477,26235645
GPSM3,PHF1,RBBP7,LGALS1,LGALS8,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.8226256011114469,0.8302066725941236,0.4844526880351076,1,7,1,1,-1.6624054,0.0394719554941204,Database: biogrid,Database: biogrid,Database: biogrid,1) Lack of Galectin-1 Induces Compensatory Expression of Galectin-8 in Immortalized RPE Cells In Vitro.,33961781,18285464; 33961781; 29846670; 27705803; 18385154; 24981860,37689310,37628816
GPSM3,PHF1,RBX1,MTA2,LRBA,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8329154561839106,0.8302066725941236,0.4738574987008168,1,2,1,1,-1.605459,0.0228558579918925,Database: biogrid,Database: biogrid,Database: biogrid,1) LPS responsive beige like anchor protein (LRBA) deficiency is a novel PID caused by either homozygous or compound heterozygous mutations in LRBA that abolish LRBA protein expression.,33961781,29846670,34026424,27766253
GPSM3,PHF1,PRNP,LEF1,KLHDC10,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.4261616001712757,0.6301266297471854,1,1,1,1,-1.6014093,0.0257036788652483,Database: biogrid,Database: biogrid,"1) In the peripheral lymphoid system, PrP is associated with follicular dendritic cells that are known to be important for replication of infectivity for at least one TSE strain.",Database: biopax,33961781,36543142,10871547,
GPSM3,PHF1,RBX1,ELK1,C1orf50,Complex,Complex,Ubiquitination,DecreaseAmount,0.8302066725941236,0.8329154561839106,0.5947172532880094,0.6301266297471854,1,2,1,1,-1.2706735,0.0318129338043283,Database: biogrid,Database: biogrid,"1) The F-box protein FBXO25 promotes the proteasome-dependent degradation of ELK-1 protein. FBXO25 is one of the 69 known human F-box proteins that serve as specificity factors for a family of ubiquitin ligases composed of SKP1, Rbx1, Cullin1, and F-box protein (SCF1) that are involved in targeting proteins for degradation across the ubiquitin proteasome system. FBXO25 interacted with and mediated the ubiquitination and proteasomal degradation of ELK-1 in HEK293T cells.",Database: biopax,33961781,29846670,23940030,
GPSM3,PHF1,RBX1,MTOR,PWP1,Complex,Complex,Dephosphorylation,IncreaseAmount,0.8302066725941236,0.8329154561839106,0.4932129488817893,0.4844526880351076,1,2,1,1,-0.8914811,0.0003188099582863,Database: biogrid,Database: biogrid,"1) Consistent with the observation that ablation of CUL3 or RBX1 reduced amino acid-induced mTORC1 activation without affecting lysosomal mTOR localization and Akt phosphorylation (Figures 1A, 2A, 2D, and S1A), ablation of KLHL9 in EMSCs (Figures 7A, S4A, and S4B) or HEK293T cells (Figure 7B) also decreased amino acid-induced mTORC1 activation without affecting lysosomal mTOR localization (Figure S4C).","1) In addition to phosphorylation, PWP1 gene expression is promoted by IIS/mTOR signaling through Myc transcription factor (Liu et al. 2017).",33961781,29846670,39708321,32554565
GPSM3,PHF1,RBBP7,ZNF219,HMGN1,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.8226256011114469,0.8216256011114469,0.4844526880351076,1,7,3,1,-0.35017675,0.0004049415654958,Database: biogrid,Database: biogrid,Database: biogrid,"1) For example, Sakai et al. 25 reported that ZNF219 could modulate the expression of the HMGN1 gene directly by binding its upstream DNA sequence.",33961781,18285464; 33961781; 29846670; 27705803; 18385154; 24981860,33961781; 28514442; 26186194,29379079
HHAT,STAT3,BCL3,ERBB2,RNF126,Phosphorylation,Inhibition,Activation,IncreaseAmount,0.565177305878659,0.4357402620936744,0.3715222573296911,0.5028536023408147,1,1,1,3,-1.3393217,0.0232693024223771,"1) In the present study, it was found that SKN inhibited colon cancer cell growth, suppressed both constitutive and IL-6-induced STAT3 phosphorylation, and downregulated the expression of ADAM17.","1) Notably, STAT3 restoration could abrogate the influence of BCL3 shRNA on proliferation and the process of cell cycle in CC cells.",1) Bcl3 selectively promotes metastasis of ERBB2 driven mammary tumors.,"1) Therefore, we first tested whether HER2 positively regulates RNF126 expression.

2) It is worth noting that, HER2 is possibly necessary but not sufficient to induce RNF126 expression.

3) In TNBC, IR stimulates HER2 expression to further activate AKT and NF‐κB pathways, thereby boosting the expression of RNF126.",34726248,27822067,23149915,36563124
ABCA5,RAB7A,LRPPRC,MIR205,ABCA5,Inhibition,Complex,Complex,DecreaseAmount,0.414159988237093,0.8302066725941236,0.8302066725941236,0.6324007949925685,1,1,1,1,-2.8637323,0.039374999776927,,,,,,,,
INPP5B,RAC1,CDH1,CASP3,GLRX3,Activation,Complex,DecreaseAmount,DecreaseAmount,0.3715222573296911,0.6709342592493139,0.4738574987008168,0.6324007949925685,1,10,1,1,-1.150142,0.0001810082481065,,,,,,,,
KALRN,BCL2,RELA,NFATC1,TMEM64,IncreaseAmount,Inhibition,IncreaseAmount,IncreaseAmount,0.4844526880351076,0.4357402620936744,0.4844526880351076,0.4844526880351076,1,1,1,1,-1.4239678,0.0390531225596013,,,,,,,,
KDELR2,RET,CD74,ELANE,KDELR2,Complex,Complex,Complex,IncreaseAmount,0.4261616001712757,0.422856899694916,0.4244737435129522,0.4715315630410047,1,3,2,2,-1.186291,1.141276465077406e-12,,,,,,,,
LAPTM4A,PRTN3,REN,SP1,LAPTM4A,Complex,Activation,Complex,DecreaseAmount,0.4443350122709595,0.396856880714167,0.4443350122709595,0.6301266297471854,1,1,1,1,-0.9113737,3.752813800137277e-08,,,,,,,,
LSP1,BCL3,RELB,LEP,CLN5,Complex,Complex,Activation,IncreaseAmount,0.4261616001712757,0.4261616001712757,0.3715222573296911,0.4844526880351076,1,1,1,1,-1.2464106,0.0253701580863701,,,,,,,,
MANEA,RET,CD74,IFNG,CAP1,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.422856899694916,0.3715222573296911,0.4684848027297138,1,3,1,2,-0.49272284,0.0001135951980998,,,,,,,,
MAP3K6,PEX5,RAD51B,PAX2,TMEM53,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4261616001712757,0.4261616001712757,0.6301266297471854,1,1,1,1,1.3743119,0.0345855808806136,,,,,,,,
MFSD4B,PRKAG1,RAC1,SPI1,RUFY1,Complex,Complex,Activation,DecreaseAmount,0.8216256011114469,0.8302066725941236,0.3715222573296911,0.6301266297471854,3,1,1,1,-1.5021538,0.0263568232525135,,,,,,,,
MGA,RBBP5,BAZ2B,CEBPA,CMSS1,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.8302066725941236,0.6301266297471854,1,1,1,1,-0.80168575,0.0001421082374839,,,,,,,,
MICALL2,RAC1,CDH1,GEM,CHMP1A,Inhibition,Complex,Inhibition,IncreaseAmount,0.4357402620936744,0.6709342592493139,0.4357402620936744,0.4844526880351076,1,10,1,1,-1.4085084,0.0498994942815116,,,,,,,,
MRPL34,RAP1A,RELA,MT-CO2,MT-ND4L,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8329154561839106,0.4261616001712757,0.6039386725059381,0.4738574987008168,2,1,3,1,0.5764586,2.173432759289929e-07,,,,,,,,
MT1F,BAX,SLC25A3,TP53,MRPL41,Activation,Complex,Acetylation,IncreaseAmount,0.4078495255712473,0.422856899694916,0.4593313146240882,0.4583769289308221,3,3,1,1,-0.43830308,0.0004119763849758,,,,,,,,
NCOA5,RELA,REL,IRF7,CHMP3,Activation,Complex,Phosphorylation,DecreaseAmount,0.3715222573296911,0.4321616952089651,0.565177305878659,0.6301266297471854,1,6,1,1,-0.68882304,0.0002369805388083,,,,,,,,
NDUFAF1,RGN,ATP2B4,HRAS,ATP5F1E,Inhibition,Complex,Complex,IncreaseAmount,0.4088868321097361,0.4261616001712757,0.8216256011114469,0.4844526880351076,3,1,3,1,-0.18212067,6.994728117011491e-05,,,,,,,,
NME6,PCNA,CUL7,RPS9,RPS9,DecreaseAmount,Complex,Complex,DecreaseAmount,0.4738574987008168,0.8302066725941236,0.8302066725941236,0.4738574987008168,1,1,1,1,0.1482032,1.0993900705304408e-06,,,,,,,,
NT5C3B,NXF1,RANBP2,AR,NT5C3B,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.8671667178196417,0.3715222573296911,0.6301266297471854,1,10,1,1,-1.7697823,2.2988824733413582e-05,,,,,,,,
NUDT18,BCL2L1,MCL1,FGFR4,NSDHL,DecreaseAmount,Complex,Inhibition,IncreaseAmount,0.4738574987008168,0.8444287068977416,0.4410755819620935,0.4844526880351076,1,287,2,1,-1.478135,0.0381666602775316,,,,,,,,
NUFIP2,UPF1,DPF2,YY1,NUFIP2,Complex,Inhibition,Complex,DecreaseAmount,0.8302066725941236,0.4357402620936744,0.4261616001712757,0.6301266297471854,1,1,1,1,-1.8223889,1.3969498598107283e-09,,,,,,,,
NUFIP2,UPF1,DPF2,TEAD1,SH3BGRL3,Complex,Inhibition,Complex,DecreaseAmount,0.8302066725941236,0.4357402620936744,0.8302066725941236,0.6301266297471854,1,1,1,1,-0.25887752,2.0605355308774586e-07,,,,,,,,
PAK2,REPS2,RELA,E2F1,NOP10,Phosphorylation,Complex,Inhibition,DecreaseAmount,0.5321639605290098,0.4261616001712757,0.4357402620936744,0.6301266297471854,1,1,1,1,-0.5088216,0.000128228038756,,,,,,,,
PDLIM7,RGS3,SMAD3,INS,PDLIM7,Complex,Complex,DecreaseAmount,IncreaseAmount,0.8329154561839106,0.4261616001712757,0.5115170801443027,0.6163664161553967,2,1,6,1,-1.5009855,5.076803745681565e-08,,,,,,,,
ACSS2,UPF1,PAWR,THAP1,RPL7L1,Complex,DecreaseAmount,Complex,DecreaseAmount,0.942222864222542,0.4684848027297138,0.4261616001712757,0.4729549708402811,2,2,1,1,0.66262776,2.9230201055757193e-05,,,,,,,,
PLEKHH3,RFXANK,BCL2,ELK1,HEATR6,Complex,Inhibition,Complex,DecreaseAmount,0.8302066725941236,0.4824092651701481,0.4261616001712757,0.6301266297471854,1,1,1,1,1.3053796,0.0155170264800648,,,,,,,,
PLEKHH3,RFXANK,RFX5,AR,AP000695.2,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4261616001712757,0.8302066725941236,0.4738574987008168,1,1,1,1,-1.2493727,0.0189115580290968,,,,,,,,
PLEKHH3,RFXANK,RFX5,IFNG,RACK1,Complex,Complex,IncreaseAmount,IncreaseAmount,0.8302066725941236,0.4261616001712757,0.4844526880351076,0.4844526880351076,1,1,1,1,-0.13713878,0.0002008680719504,,,,,,,,
PLPP3,RELB,BCL3,IL1B,FAM13A,Complex,Activation,IncreaseAmount,DecreaseAmount,0.4261616001712757,0.3668028661364628,0.4844526880351076,0.4850742249910675,1,2,1,3,1.3068895,0.0467053206686947,,,,,,,,
PPP3CC,NFATC2,RFC5,TOP1,BTBD2,Dephosphorylation,Complex,Complex,DecreaseAmount,0.5800011391177637,0.8302066725941236,0.8302066725941236,0.6324007949925685,1,1,1,1,-1.611327,0.0388226270110385,,,,,,,,
PRKAR1A,CXCL12,RGS16,TNF,NPC2,Complex,Inhibition,Activation,DecreaseAmount,0.4443350122709595,0.4357402620936744,0.3668028661364628,0.4738574987008168,1,1,2,1,-0.31339628,0.0004314626923496,,,,,,,,
HMGCR,REN,SLC33A1,UBE2O,RPL35,Activation,DecreaseAmount,Complex,IncreaseAmount,0.3715222573296911,0.4738574987008168,0.8302066725941236,0.4844526880351076,1,1,1,1,-0.15649861,4.560190906381708e-05,,,,,,,,
PROX1,RELN,MECP2,SMC5,SLF2,DecreaseAmount,Complex,Complex,IncreaseAmount,0.4738574987008168,0.4261616001712757,0.8302066725941236,0.4844526880351076,1,1,1,1,-1.2868301,0.0380072320923242,,,,,,,,
PVT1,UPF1,DPF2,CEBPA,LGALS1,Complex,Inhibition,Complex,IncreaseAmount,0.4073065404350923,0.4357402620936744,0.8302066725941236,0.4844526880351076,4,1,1,1,-0.20831463,4.0855045422974384e-11,,,,,,,,
PVT1,UPF1,DPF2,PAX9,RPS9,Complex,Inhibition,Complex,IncreaseAmount,0.4073065404350923,0.4357402620936744,0.8302066725941236,0.4844526880351076,4,1,1,1,0.12467482,1.799481392726915e-05,,,,,,,,
PVT1,UPF1,RBFOX2,HSF2,ALG3,Complex,Activation,DecreaseAmount,IncreaseAmount,0.4073065404350923,0.3715222573296911,0.4738574987008168,0.4844526880351076,4,1,1,1,0.8604124,0.0004017457476184,,,,,,,,
RASIP1,BCL2L1,MCL1,PIWIL2,SERPINE1,DecreaseAmount,Complex,Activation,DecreaseAmount,0.4738574987008168,0.8444287068977416,0.3715222573296911,0.4738574987008168,1,287,1,1,-0.43553644,3.51416255056377e-05,,,,,,,,
REPIN1,RGS12,RGS14,PITX2,RBPMS,DecreaseAmount,Complex,Complex,DecreaseAmount,0.6301266297471854,0.4261616001712757,0.4261616001712757,0.6309317981560123,1,1,1,2,-0.6700263,0.0001765370044042,,,,,,,,
RAB3A,RBBP8,BCL2,FOXO4,ATP5MF,Complex,IncreaseAmount,Complex,DecreaseAmount,0.4107601645819881,0.4844526880351076,0.4093559461733533,0.6301266297471854,3,1,4,1,-0.4176326,0.0003908362460077,,,,,,,,
SEC11C,MYC,RGS3,CNKSR2,CEP192,Complex,Complex,Complex,IncreaseAmount,0.4261616001712757,0.4261616001712757,0.6835099360940164,0.4844526880351076,1,1,1,1,1.2492535,0.0372478965490513,,,,,,,,
SEC11C,MYC,RGN,DAB2IP,SRP9,Complex,Complex,Activation,DecreaseAmount,0.4261616001712757,0.4073065404350923,0.3663871154342217,0.5034580088219961,1,4,3,4,0.45163214,0.0003665821905362,,,,,,,,
SEC61A2,RAF1,IL6,PPARGC1A,ACAT2,Complex,IncreaseAmount,Complex,IncreaseAmount,0.8302066725941236,0.504176544902569,0.4244737435129522,0.6163664161553967,1,5,2,1,-0.76058155,3.699150781984751e-05,,,,,,,,
SFT2D3,RABAC1,RET,NKX2-1,UCK2,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.3715222573296911,0.6301266297471854,1,1,1,1,-1.3601924,0.0436795922482046,,,,,,,,
SFT2D3,RABAC1,RGS2,PGF,CYLD,Complex,Complex,Inhibition,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.4357402620936744,0.4844526880351076,1,1,1,1,-1.2750988,0.0481934897635983,,,,,,,,
SFT2D3,RABAC1,RGS2,STAT5B,A1BG,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.4244737435129522,0.6301266297471854,1,1,2,1,-0.6357956,0.0004205067031548,,,,,,,,
SHISA4,PDCD6,KIF14,NF1,QRSL1,Complex,Complex,Complex,DecreaseAmount,0.8329154561839106,0.8302066725941236,0.8302066725941236,0.6301266297471854,2,1,1,1,-2.143098,0.0452642246234925,,,,,,,,
SHISA4,PDCD6,RIGI,ELK1,FAM104A,Complex,Complex,Inhibition,DecreaseAmount,0.8329154561839106,0.8302066725941236,0.4357402620936744,0.6301266297471854,2,1,1,1,-1.4515464,0.0095217892742232,,,,,,,,
SHISA4,PDCD6,TNIP2,JUN,COMMD10,Complex,Complex,Complex,DecreaseAmount,0.8329154561839106,0.8302066725941236,0.4261616001712757,0.6301266297471854,2,1,1,1,-1.300326,0.0081173264980819,,,,,,,,
SHISA4,PDCD6,KIF14,SUZ12,AEBP2,Complex,Complex,Complex,DecreaseAmount,0.8329154561839106,0.8302066725941236,0.8302066725941236,0.4729549708402811,2,1,1,1,-1.2860969,0.0286642126370029,,,,,,,,
SLC22A4,RGN,SIGMAR1,SOD1,COPB2,Activation,Complex,IncreaseAmount,IncreaseAmount,0.3715222573296911,0.4261616001712757,0.4715315630410047,0.4844526880351076,1,1,2,1,-0.7506113,0.0004306136131699,,,,,,,,
SLC2A11,PLK1,OPN1MW,BDNF,NENF,IncreaseAmount,Complex,Complex,DecreaseAmount,0.4844526880351076,0.4111657003835089,0.528750241156915,0.4738574987008168,1,2,3,1,-0.59684753,0.0002462081519836,,,,,,,,
SLC2A6,RELA,REL,CD28,SRRT,Complex,Complex,Complex,IncreaseAmount,0.4244737435129522,0.4321616952089651,0.712360506871101,0.4844526880351076,2,6,11,1,-1.362378,0.0377365913262231,,,,,,,,
SLC2A6,RELA,REL,MYC,CD164,Complex,Complex,IncreaseAmount,DecreaseAmount,0.4244737435129522,0.4321616952089651,0.4922809406747177,0.6309317981560123,2,6,5,2,-0.53886825,0.00017282481232,,,,,,,,
SMARCB1,TRIM27,RET,TP53,LTBP1,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.6301266297471854,1,30,1,1,-0.30595252,0.0004274357283142,,,,,,,,
GSS,BCL2,BCL2L1,MIR608,C19orf53,Activation,Complex,DecreaseAmount,DecreaseAmount,0.3715222573296911,0.4261616001712757,0.6324007949925685,0.6309317981560123,1,1,1,2,0.40453184,0.0001843476224666,,,,,,,,
SVIL,RELA,REL,PTGS2,ADIPOR2,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4321616952089651,0.4244737435129522,0.4844526880351076,1,6,2,1,-1.3547571,0.0163303739109213,,,,,,,,
SVIL,RELA,REL,LEF1,SVIL,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4321616952089651,0.4261616001712757,0.6301266297471854,1,6,1,1,-1.2605519,1.7149265965389014e-06,,,,,,,,
TAOK1,RELA,REL,PPARA,TAOK1,Phosphorylation,Complex,Complex,DecreaseAmount,0.565177305878659,0.4321616952089651,0.4261616001712757,0.6301266297471854,1,6,1,1,-0.98339784,8.866243912576169e-05,,,,,,,,
TIMM9,MOK,REST,SERPINF2,MT-ATP6,Activation,Complex,Activation,IncreaseAmount,0.3715222573296911,0.8302066725941236,0.3715222573296911,0.4844526880351076,1,1,1,1,-0.40119484,2.2870557838010466e-08,,,,,,,,
TMEM167B,ASPH,RCN2,ELK1,SLC35F6,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.8302066725941236,0.6301266297471854,1,1,1,1,-1.7772907,0.0405346154948966,,,,,,,,
STK38,RELA,BCL2L1,PAX4,CYBC1,Phosphorylation,Complex,IncreaseAmount,DecreaseAmount,0.565177305878659,0.4244737435129522,0.4844526880351076,0.6301266297471854,1,1,1,1,-1.7675139,0.0481876997052302,,,,,,,,
TNFSF10,RBX1,TRIM27,MYOD1,SERF2,Activation,Complex,DecreaseAmount,DecreaseAmount,0.3715222573296911,0.8302066725941236,0.4738574987008168,0.6301266297471854,1,1,1,1,-0.15651818,0.0002178351943333,,,,,,,,
TRIP12,RFXANK,BCL2,NFATC1,TMEM64,Complex,Inhibition,Inhibition,IncreaseAmount,0.8302066725941236,0.4824092651701481,0.4357402620936744,0.4844526880351076,1,1,1,1,-1.3747598,0.0484854275007871,,,,,,,,
TRIP12,RFXANK,BCL2,NMT1,NMT2,Complex,Inhibition,Inhibition,IncreaseAmount,0.8302066725941236,0.4824092651701481,0.4357402620936744,0.4844526880351076,1,1,1,1,-0.79001737,4.3190761319692714e-06,,,,,,,,
TRIP12,RFXANK,RECQL4,RPL22,RPL22L1,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.8302066725941236,0.4738574987008168,1,1,1,1,-0.3431666,3.222644234950655e-05,,,,,,,,
TTC32,BAG3,TRIM27,PPARG,KLF6,Complex,Complex,Inhibition,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.497172507174369,0.4844526880351076,1,1,5,1,-0.7835853,0.0002384695679751,,,,,,,,
TTLL11,RECQL4,RFXANK,IL6,RC3H1,Complex,Complex,Activation,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.3715222573296911,0.4844526880351076,1,1,1,1,-1.8723841,0.0097411074519017,,,,,,,,
TTLL11,RECQL4,RFC5,RB1,PPIG,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.8329154561839106,0.4844526880351076,1,1,2,1,-0.6517511,0.0002283614340727,,,,,,,,
TTLL11,RECQL4,RFC5,MYC,MYL12A,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.8329154561839106,0.6301266297471854,1,1,2,1,-0.20823532,0.0003922126186666,,,,,,,,
UBA5,RBBP7,REST,NRF1,LSM1,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.4261616001712757,0.6301266297471854,1,1,1,1,-0.65042084,0.0002411828597943,,,,,,,,
USP25,RELA,REL,MAP2K6,NDUFB11,Activation,Complex,Activation,DecreaseAmount,0.3715222573296911,0.4321616952089651,0.3715222573296911,0.4729549708402811,1,6,1,1,-0.4635,0.0002619899859493,,,,,,,,
